VISIBLE OUTPUT INVENTORY
17 files | 2508 unique strings
==========================================================================================
Format: [REPO] | [FILE] | [CLASSIFICATION] | [FIELD] | TEXT
==========================================================================================


──────────────────────────────────────────────────────────────────────────────────────────
ACTIVE PRIMARY SOURCES  (2144 strings)
──────────────────────────────────────────────────────────────────────────────────────────

[carlosurena.github.io] | [index.html] | [HTML.visible] | Carlos Ureña | Payments Strategy, Product Economics &amp; Commercialization
[carlosurena.github.io] | [index.html] | [HTML.visible] | Carlos Ureña
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | , borderRadius: 4, fontFamily: T.mono, fontSize: 10, letterSpacing:
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | , gap: 14, alignItems:
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | Select Dimension
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | , background: `linear-gradient(90deg, ${selectedDimension.color}88, ${selectedDimension.color})`, borderRadius: 4, transition:
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | , background: T.surface, borderRadius: 6, border: `1px solid ${T.border}`, marginBottom: 8, display:
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | p05-scenario
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | , gap: 6, alignItems:
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | Portfolio Health Index — All Scenarios
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | 6-quarter forward projection
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | stroke={T.textMid} strokeWidth={2} strokeDasharray=
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | stroke={T.red} strokeWidth={2} strokeDasharray=
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | Monthly Revenue — All Scenarios ($M)
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | Trade-Off Analysis
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | What moves if we fix pricing vs flow mix vs rail economics — sequencing matters
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | If we fix Pricing first
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | +8 pts in 60 days
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | +$761K annually
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | Some client relationship friction during repricing conversations. Low operational dependency — can execute in parallel with other initiatives.
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | Start here. Highest ROI, lowest complexity. Creates budget for operational investments.
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | If we fix Flows first
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | +5 pts in 90 days
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | +$180K annually
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | Requires Finance alignment and potentially difficult client conversations on US→BR and US→NG. Slower to impact PHI but removes structural drag.
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | Second priority. Removes the floor from flow economics before volume grows further.
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | If we fix Rail Mix first
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | +4 pts in 120 days
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | +$118K annually
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | Requires technology and product investment. Longer time to impact. Client incentive program needed to shift rail behavior.
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | Third priority. Important for long-term unit economics but not the most urgent. Build alongside pricing and flow work.
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | Ranked Intervention Register
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | Total Opportunity
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | Across all 8 interventions
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | Avg Time to Impact
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | For top 5 actions
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | Low Complexity
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | No blocker — execute now
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | High Complexity
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | Require cross-team alignment
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | Cumulative Revenue Uplift by Action Sequence
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | If executed in ranked order
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | Cumulative ($K)
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | Profitability Engine
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | Pricing governance and margin waterfall inputs. Exception cost data feeding operational drag score.
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | Rail mix efficiency and STP rate inputs. Instant rail migration opportunity quantified here.
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | Flow Analyzer
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | Flow classification and margin data. DE-PRIORITIZE / EXIT flows reflected in flow dimension score.
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.string] | Client migration signals and monetization gaps. Revenue at risk and RM action items feed client retention score.
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.text] | = 60 ? 'NEEDS ATTENTION' : 'AT RISK'; const circumference = 2 * Math.PI * 54; const offset = circumference * (1 - score / 100); return (
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.text] | PORTFOLIO HEALTH INDEX
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.text] | A composite view translating multiple KPIs into a single economic signal
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.text] | a.category.toLowerCase() === filterCategory.toLowerCase()); return (
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.text] | Model 05 · Layer 5 · Executive Decision Layer
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.text] | Payments Portfolio
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.text] | Decision Engine
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.text] | Synthesizes all upstream model outputs into a single portfolio health view and translates that view into ranked, sequenced interventions with estimated revenue impact. This is where analysis becomes action.
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.text] | METHODOLOGY:
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.text] | Each dimension is scored independently on a 0–100 scale using observable portfolio metrics. The composite PHI is a weighted average. Weights reflect the relative impact of each dimension on portfolio economics — pricing and client retention carry the highest weight at 20% each because they are the most direct drivers of revenue outcome. The methodology is transparent: a score of 65 on Pricing Governance means 65% of the maximum possible pricing discipline has been achieved, measured against the specific indicators listed in each dimension.
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.text] | VIEW ALL 8 →
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.text] | TIME TO IMPACT
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.text] | What Is Pulling the Score Down
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.text] | Levers to Improve the Score
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.text] | a.dimension === selectedDimension.id).length === 0 ? (
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.text] | No active actions for this dimension.
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.text] | )) )}
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.text] | PHI IN 6 QUARTERS
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.text] | Sequencing Recommendation
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.text] | Revenue Uplift
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.text] | Time to Impact
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.text] | annual revenue recovery if all 8 actions executed
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.text] | PAYMENTS PORTFOLIO DECISION ENGINE · MODEL 05 · EXECUTIVE DECISION LAYER · CARLOS UREÑA PAYMENTS STRATEGY
[ai-payments-portfolio] | [Model05_PortfolioScorecard.jsx] | [JSX.text] | PROTOTYPE · SYNTHETIC DATA · PHI V1 · 6-DIMENSION SCORING
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | rgba(201,168,76,0.12)
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | rgba(201,168,76,0.06)
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | rgba(45,212,191,0.12)
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | rgba(248,113,113,0.12)
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | rgba(251,191,36,0.1)
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | rgba(52,211,153,0.1)
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , region:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , vol:2840, rev:18.4, rpm:6.48, fx:1.85, settle:0.82, net:4.81, growth:14.2, plan:12.0, status:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | US → Philippines
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , vol:1920, rev:14.2, rpm:7.40, fx:2.10, settle:0.95, net:4.35, growth:22.8, plan:18.0, status:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , vol:3210, rev:19.8, rpm:6.17, fx:1.60, settle:0.78, net:3.79, growth:18.4, plan:15.0, status:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | US → Nigeria
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , vol:640, rev:6.8, rpm:10.63,fx:3.20, settle:1.40, net:5.03, growth:31.5, plan:25.0, status:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , vol:1480, rev:10.2, rpm:6.89, fx:1.95, settle:0.90, net:4.04, growth:8.6, plan:10.0, status:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , vol:1140, rev:8.9, rpm:7.81, fx:2.30, settle:1.05, net:4.46, growth:16.2, plan:14.0, status:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | EU → Nigeria
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , vol:380, rev:4.1, rpm:10.79,fx:3.40, settle:1.55, net:4.84, growth:4.2, plan:12.0, status:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | SG → Philippines
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , vol:590, rev:4.8, rpm:8.14, fx:2.45, settle:1.10, net:4.59, growth:19.8, plan:16.0, status:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | B2B Payment Flow Disbursements
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Fastest revenue ramp. MC Move Commercial Payments driving bank channel adoption. 12 new bank clients onboarded Q4.
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Gig & Creator Payouts
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Stablecoin payout pilot with 3 platforms launched Q3. Creator economy driving outsized growth in US→PH and SG→PH flows.
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Consumer P2P Remittance
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Largest volume flow. Bank channel dominates. Digital app share growing — potential fee compression risk if direct-to-consumer rails gain traction.
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Government & Insurance Payouts
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Regulatory complexity slowing onboarding in NG and BR flows. Two government contracts in final procurement stage. Expected to close H1.
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Banco Santander Mexico
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , useCase:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , vol:850, rev:5.5, days:18, risk:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | GCash / Mynt
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , vol:620, rev:4.6, days:24, risk:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , type:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , vol:1200, rev:7.2, days:45, risk:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Nubank Brazil
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , vol:480, rev:3.3, days:38, risk:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Access Bank Nigeria
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , vol:320, rev:3.4, days:62, risk:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Grab Financial
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , vol:410, rev:3.3, days:12, risk:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Standard Chartered UK
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , vol:890, rev:7.0, days:0, risk:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Wise Platform
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , vol:210, rev:2.3, days:55, risk:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , vol:740, rev:5.5, days:0, risk:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Corpay Payment Flow
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , vol:560, rev:3.9, days:41, risk:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , Contracting:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , Solutioning:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , Qualified:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , fontFamily:T.mono, fontSize:10, fontWeight:600, letterSpacing:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Flow Revenue
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Use Case Adoption
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Transaction Economics
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , label:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | clamp(24px,3vw,36px)
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Monthly transactions
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | value={`$${totalRev.toFixed(0)}M`} sub=
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | value={pct(parseFloat(avgGrowth))} sub=
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | value={`${growFlows}/8`} sub=
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , borderBottom:`1px solid ${T.border}`, fontFamily:T.mono, fontSize:11, color:T.gold, letterSpacing:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Monthly Volume
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | transactions
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Revenue / Txn
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , v:`$${selectedFlow.net.toFixed(2)}`, u:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , v:`$${selectedFlow.fx.toFixed(2)}`, u:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Settlement Cost
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Growth vs Plan
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Actual Growth
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | ? T.green : u.status ===
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | stroke={T.teal} strokeWidth={2} fill=
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | stroke={T.gold} strokeWidth={2} dot={false} name=
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | stroke={T.border} strokeWidth={1} strokeDasharray=
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | dot={false} name=
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | ).slice(0,2).join(
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | vs Plan Index
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Avg Gross Fee / Txn
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Portfolio average
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Avg Net Rev / Txn
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | After all costs
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | value=
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Net / Gross ratio
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | FX Capture Rate
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Of gross fee
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | tick={{ fontFamily:T.mono, fontSize:9, fill:T.textDim }} axisLine={false} tickLine={false} unit=
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | FX spread compresses -10bps
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Settlement cost +5%
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Volume +10% across all flows
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Scheme fee +$0.25/txn
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | New flow launch (US→CN)
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Compliance cost +15%
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Review Status
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , whiteSpace:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | background 0.1s
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , fontFamily:T.mono, fontSize:11, color:T.textMid }}>{c.fx > 2.0 ?
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | }}><Tag label={i < 5 ?
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | : i === 5 ?
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , fontFamily:T.mono, fontSize:11, color: i === 6 ? T.red : T.textDim }}>{i === 6 ?
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Pipeline Volume
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Total expected monthly
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Pipeline Revenue
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Weighted monthly rev
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Live Clients
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Generating revenue
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | value={atRisk} sub=
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , width:`${Math.min(100,(rev/maxRev)*100)}%`, background:stageColor(stage), borderRadius:3, transition:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Sales Enablement Coverage
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | 8/10 regions covered
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | RFP Win Rate
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | vs 55% target
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Avg Time to Revenue
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Target: 40 days
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , value:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Above benchmark
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Regional Adoption Index
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Pipeline Coverage Ratio
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | vs 2.5x target
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | Days in Stage
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , fontFamily:T.sans, fontSize:12, color:T.text, fontWeight:500, whiteSpace:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , fontFamily:T.mono, fontSize:11, color:T.textMid, textAlign:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , fontFamily:T.mono, fontSize:11, color:T.teal, textAlign:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | , fontFamily:T.mono, fontSize:11, color: p.days > 50 ? T.red : p.days > 30 ? T.amber : T.textDim, textAlign:
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.string] | }}>{p.days > 0 ? `${p.days}d` :
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.text] | p.risk === 'High').length; return (
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.text] | Model 06 · Layer 6 · Strategic Positioning Layer
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.text] | Economics
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.text] | Evaluates the bank's participation economics across push payment networks — assessing whether volume, pricing, and flow coverage are generating an adequate return on infrastructure investment.
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.text] | Flow Rankings — Net Revenue
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.text] | 12-Month Volume Trend
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.text] | Revenue Waterfall — Per Transaction
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.text] | All Flows — Growth vs Plan
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.text] | Monthly Transaction Volume (000s)
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.text] | Revenue vs Target Index (100 = Plan)
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.text] | Customer Segment Mix
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.text] | Use Case Performance vs Plan — Current Month
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.text] | Net Revenue / Transaction by Flow
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.text] | Sensitivity Analysis — Net Revenue Impact
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.text] | Impact on monthly net revenue ($M) from cost and pricing changes
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.text] | Pricing Governance Scorecard
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.text] | 2.0 ? 'Dynamic' : 'Fixed'}
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.text] | Pipeline by Stage
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.text] | s+p.rev, 0); const maxRev = 20; return (
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.text] | Commercialization Scorecard
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.text] | Active Pipeline — All Deals
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.text] | Network Participation Economics · Model 06 · Strategic Positioning Layer · Carlos Ureña Payments Strategy
[ai-payments-portfolio] | [Model06_MoneyMovement.jsx] | [JSX.text] | Synthetic data calibrated to network-scale industry ranges · carlosurena.com

──────────────────────────────────────────────────────────────────────────────────────────
ACTIVE SECONDARY SOURCES  (54 strings)
──────────────────────────────────────────────────────────────────────────────────────────

[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Payments Strategy Playbooks — Carlos Ureña
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Carlos Ure&#241;a &nbsp;
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | &nbsp; Payments Strategy
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Consulting
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Payments Strategy Playbooks
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Frameworks for managing payments
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | as a disciplined economic system.
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Five practitioner playbooks covering the core disciplines of payments franchise economics. Built from 20 years of direct P&amp;L ownership across Citi, Deutsche Bank, HSBC, and Mashreq.
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | About These Playbooks
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Each playbook addresses a specific dimension of payments portfolio economics. They are written for senior payments executives who own the P&amp;L and need frameworks that work in real institutional environments, not ideal ones.
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Available Playbooks
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Playbook 01
[carlosurena.github.io] | [playbooks.html] | [HTML.visible] | Payments Pricing Governance
